기업명,기업형태,지역,업종,자본금,매출액,대표자,설립일
지엠앤,중소기업,경북 성주군,화학·에너지·환경,,,,
한일튜브(주)울산공장,중견기업,울산 남구,자동차·조선·철강·항공,,,,
요필,중소기업,경기 성남시,시스템 소프트웨어 개발 및 공급업,,,,
넷타겟,벤처기업,대전 유성구,제약·보건·바이오,,,,
코엘,공공기관,대전 동구,철도 여객 운송업,,,,
코엘,대기업,경기 과천시,섬유·의류·패션,,,,
코엘,중견기업,서울 강동구,제약·보건·바이오,,,,
코엘,대기업,서울 종로구,건설·시공·토목·조경,,,,
코엘,중견기업,인천 남동구,전기·전자·제어,,,,
코엘,대기업,경기 과천시,토목시설물 건설업,,,,
코엘,대기업,서울특별시 강서구,합성섬유 제조업,,,,
코엘,중견기업,충북 청원군,비메모리용 및 기타 전자집적회로 제조업,,,,
코엘,공공기관,경기 성남시,외무 행정,,,,
아이시티정보,중소기업,서울 금천구,응용 소프트웨어 개발 및 공급업,"2억 5,000만원",92억 9천만원,김희정,2013.06.25
어텍,중견기업,서울 중구,솔루션·SI·CRM·ERP,,,,
어텍,중견기업,서울 강서구,컴퓨터·하드웨어·장비,,,,
어텍,중견기업,경기 화성시,전기용 기계.장비 및 관련 기자재 도매업,,,,
어텍,벤처기업,경기 성남시,제약·보건·바이오,,,,
어텍,중소기업,경기 성남시,기계·기계설비,,,,
어텍,벤처기업,충청북도 청주시,전기·전자·제어,,,,
어텍,중소기업,서울 서초구,전기·전자·제어,,,,
어텍,중소기업,경기 안성시,기계·기계설비,,,,
어텍,중소기업,경기 용인시,기체 여과기 제조업,,,,
어텍,중소기업,서울 관악구,가전제품 수리업,,,,
로로스키니,중소기업,경북 경산시,기타 가공식품 도매업,,,,
동일이앤시,중소기업,광주 서구,트레일러 및 세미트레일러 제조업,,,,
이진뷰티,중소기업,경기 부천시,가발 및 유사 제품 제조업,,,,
에이피트바이오,중소기업,서울 송파구,의학 및 약학 연구개발업,,,,
인터베스트,중소기업,서울 마포구,컨설팅·연구·조사,,,,
인터베스트,중소기업,서울 종로구,기타 금융 투자업,,,,
인터베스트,중소기업,제주 제주시,곡물 및 기타 식량작물 재배업,,,,
씨엠글로벌,중소기업,서울 금천구,건설·시공·토목·조경,,,,
씨엠글로벌,중소기업,서울 성동구,부동산 중개 및 대리업,,,,
씨엠글로벌,중소기업,경북 경산시,화학·에너지·환경,,,,
씨엠글로벌,중소기업,대전 대덕구,택배업,,,,
씨엠글로벌,중소기업,서울 서초구,"컴퓨터시스템 통합 자문, 구축 및 관리업",,,,
씨엠글로벌,중소기업,서울 강서구,"라이터, 연소물 및 흡연용품 제조업",,,,
씨엠글로벌,중소기업,서울 마포구,콜센터·아웃소싱·기타,,,,
중앙통신건설,중소기업,전북 전주시,일반 통신 공사업,,,,
금성케이엔티,중소기업,경기 광주시,플라스틱 접착처리 제품 제조업,,,,
황산,중소기업,인천 남동구,"미장, 타일 및 방수 공사업",,,,
황산,중소기업,충남 당진시,그 외 기타 비금속광물 광업,,,,
황산,중소기업,충남 논산시,"산업용 농.축산물, 섬유 원료 및 동물 중개업",,,,
황산,중소기업,서울 구로구,회계·세무·법무,,,,
황산,중소기업,충청남도 논산시,주류 도매업,,,,
황산,중소기업,충남 논산시,전자상거래 소매 중개업,,,,
세이인,중소기업,전북 전주시,건축설계 및 관련 서비스업,,,,
세이인,중소기업,경기 시흥시,액체 여과기 제조업,,,,
세이인,중소기업,부산 동래구,통신기기 소매업,,,,
세이인,중소기업,대전 유성구,"서적, 신문 및 잡지류 소매업",,,,
덕산,중소기업,경기 용인시,무역·상사,,,,
덕산,중소기업,충남 천안시,그 외 기타 분류 안된 화학제품 제조업,,,,
덕산,대기업,경북 구미시,은행·금융,,,,
덕산,중견기업,충남 천안시,그 외 기타 전자부품 제조업,,,,
덕산,중소기업,인천 부평구,내부 통신배선 공사업,,,,
덕산,중소기업,경기 안산시,고용 알선업,,,,
덕산,중소기업,대전 유성구,"유인 항공기, 항공우주선 및 보조장치 제조업",,,,
덕산,중소기업,경기 광주시,섬유·의류·패션,,,,
덕산,중소기업,충북 괴산군,떡류 제조업,,,,
덕산,중견기업,경북 상주시,콘크리트 관 및 기타 구조용 콘크리트 제품 제조업,,,,
차이커뮤니케이션,중소기업,서울 강남구,광고·홍보·전시,,,,
차이커뮤니케이션,중소기업,서울 강남구,광고·홍보·전시,,,,
미주,중소기업,경북 포항시,자동차·조선·철강·항공,,,,
미주,중소기업,경기 화성시,주형 및 금형 제조업,,,,
미주,중소기업,전북 익산시,내부 통신배선 공사업,,,,
미주,중소기업,경남 거제시,그 외 기타 분류 안된 사업지원 서비스업,,,,
미주,중소기업,경기 광명시,화학·에너지·환경,,,,
미주,중소기업,경기 광주시,건설·시공·토목·조경,,,,
미주,중소기업,인천 강화군,배전반 및 전기 자동제어반 제조업,,,,
미주,중소기업,서울 양천구,전기·전자·제어,,,,
미주,중소기업,경기 평택시,유리 및 창호 공사업,,,,
미주,중소기업,강원 강릉시,금속·재료·자재,,,,
케이에이치에스,중소기업,서울 강남구,상품 종합 도매업,2억원,78억 5천만원,장승욱,2005.12.13
케이에이치에스,중소기업,서울 강서구,호텔·여행·항공,-,-,김영환,2022.12.05
케이에이치에스,중소기업,경기 김포시,인쇄 및 제책용 기계 제조업,"5,000만원",10억 3천만원,조연옥,2016.03.17
케이에이치에스,중소기업,인천 동구,그 외 기타 전자부품 제조업,2억원,"6억 1,577만원",정호은,2014.05.01
케이에이치에스,중소기업,경기 시흥시,전기·전자·제어,10억원,86억 7천만원,김영규/이상호,2000.04.01
케이에이치에스,중소기업,서울 송파구,전자상거래 소매업,-,-,김대국,2020.03.16
케이에이치에스,중소기업,충남 홍성군,기계·기계설비,-,-,김효섭,-
케이에이치에스,중소기업,서울 강남구,연예·엔터테인먼트,-,-,백린,-
제이스테크,중소기업,인천 서구,스크린 인쇄업,3억원,10억 5천만원,양승만,2002.10.29
제이스테크,중소기업,충남 아산시,전기·전자·제어,-,-,정상호,-
제이스테크,중소기업,경기 수원시,기타 무선 통신장비 제조업,"5,000만원",32억 3천만원,정환영,2012.10.08
티씨엔씨,중견기업,대전 중구,연료용 가스 제조 및 배관공급업,475억원,"5,090억",송상호/황인규,1985.11.18
티씨엔씨,중소기업,서울 강남구,음식료·외식·프랜차이즈,"1,000만원",50억,천태하,2012.04.04
티씨엔씨,중소기업,경기 군포시,기계·기계설비,-,-,허동철,-
티씨엔씨,중소기업,서울 서초구,경영 컨설팅업,1억원,"5억 1,312만원",정근호,2021.01.25
티씨엔씨,중소기업,경기 의왕시,지반조성 건설업,9억원,158억 7천만원,윤기철/이득재,2001.06.05
티씨엔씨,중소기업,경기 안양시,기타 엔지니어링 서비스업,1억원,"7억 6,109만원",전유리,2003.03.03
티씨엔씨,중소기업,서울 강동구,산업생산시설 종합건설업,4억원,45억 4천만원,박원택,2002.01.18
티씨엔씨,중소기업,서울 금천구,기계·기계설비,-,-,김삼인,2006.09
티씨엔씨,중소기업,대전광역시 중구,"전시, 컨벤션 및 행사 대행업",,,,
에코원테크놀로지,중소기업,경기 남양주시,액체 여과기 제조업,,,,
헤이즐시스,중소기업,서울 구로구,시스템 소프트웨어 개발 및 공급업,,,,
지씨텍,중소기업,경기 수원시,주형 및 금형 제조업,3억원,"8억 2,683만원",최정원,2015.09.01
지씨텍,중소기업,충남 천안시,도장 및 기타 피막처리업,"5,000만원",18억 3천만원,명환철,2014.07.14
휴먼아이,중소기업,서울 송파구,액체 여과기 제조업,"3억 3,000만원",203억 2천만원,홍봉창,2005.09.25
휴먼아이,중소기업,서울 강남구,응용 소프트웨어 개발 및 공급업,"1억 5,000만원",10억 4천만원,강준명,2019.08.08
휴먼아이,외국 기관·비영리기구,서울 송파구,디자인·CAD,2억원,,최정계,1999.01.01
휴먼아이,중소기업,경기 용인시,전기용 기계.장비 및 관련 기자재 도매업,"2,000만원","3억 3,267만원",차은영,2019.10.24
휴먼아이,중소기업,경기 부천시,그 외 기타 전자부품 제조업,"5,000만원",11억 3천만원,서대선,2015.11.24
휴먼아이,중소기업,서울 서초구,사회복지·요양,-,-,김태환,2000
휴먼아이,중소기업,전남 무안군,솔루션·SI·CRM·ERP,1억원,51억 7천만,최봉두,2006.05.26
그린스타,중소기업,서울 종로구,시계 및 귀금속제품 도매업,-,-,이현옥,-
팡홀딩스,중소기업,서울 구로구,IT컨설팅,1억원,7억,김동혁,2008.01.01
토탈미디어그램,벤처기업,서울 강남구,모바일·APP,-,-,김현호,2008
엠스토리허브,중소기업,서울 금천구,포털·컨텐츠·커뮤니티,1억원,170억,이기수,2015.06.16
엠스토리허브,중소기업,서울 영등포구,데이터베이스 및 온라인정보 제공업,-,-,권영미,2020.07.22
엠스토리허브,중소기업,서울 강남구,방송 프로그램 제작업,22억원,6억 169만원,곽홍석/이기수,2005.11.03
엠스토리허브,중소기업,서울 금천구,일반 서적 출판업,"8억 9,496만원",-,이유준,2017.12.19
극동정보통신,중소기업,충남 연기군,네트워크·통신서비스,-,-,박대순,2004.04.13
에스씨티,중소기업,서울 금천구,화학·에너지·환경,17억원,993억,김현규,2003
에스씨티,중소기업,서울 금천구,그 외 기타 분류 안된 화학제품 제조업,"6억 5,000만원",149억 7천만원,김현택,1997.06.01
에스씨티,중소기업,경기 용인시,플라스틱물질 및 합성고무 도매업,1억원,1억,박선철,2016.06.02
에스씨티,중소기업,경기 김포시,기계·기계설비,-,-,신송미,-
에스씨티,중소기업,경기 김포시,유압기기 제조업,100만원,13억원7십만원,오정숙,2018.12.20
에스씨티,중소기업,울산 울주군,도장 공사업,6억원,"1억 8,663만원",손홍래,2018.02.18
에스씨티,중소기업,서울 송파구,지도 제작업,1억원,"4억 4,325만원",유영희,2007.12.14
에스씨티,중소기업,서울 서초구,상품 종합 도매업,-,-,백경숙,-
에스씨티,중소기업,충남 천안시,네트워크·통신서비스,-,-,신철,2017.09.14
에스씨티,중소기업,경기 부천시,렌탈·임대·리스,-,-,차진화,2019.07.15
다움테크,중소기업,경기 화성시,도장 및 기타 피막처리업,"1억 6,000만원",16억 2천만원,정도영,2018.04.30
다움테크,중소기업,서울 강남구,전지 및 케이블 도매업,,,,
국제여행사,중소기업,서울 중구,여행사업,,,,
국제여행사,중소기업,서울 중구,여행사 및 기타 여행보조 서비스업,,,,
국제여행사,중소기업,전북 완주군,전세버스 운송업,,,,
국제여행사,중소기업,서울 마포구,호텔·여행·항공,,,,
국제여행사,중소기업,경기 시흥시,호텔·여행·항공,,,,
국제여행사,중소기업,서울 영등포구,호텔·여행·항공,,,,
국제여행사,중소기업,서울 영등포구,여행사업,,,,
국제여행사,중소기업,서울 서초구,여행사업,,,,
국제여행사,중소기업,서울 마포구,여행사업,,,,
이티엘,중소기업,서울 금천구,"영화, 비디오물 및 방송프로그램 제작 관련 서비스업",,,,
이티엘,중소기업,대구 북구,전기·전자·제어,,,,
이티엘,중소기업,충북 청주시,"화물운송 중개, 대리 및 관련 서비스업",,,,
이티엘,중소기업,경기 수원시,화학·에너지·환경,,,,
이티엘,중소기업,서울 송파구,기타 엔지니어링 서비스업,,,,
이티엘,중소기업,경기 성남시,건설·시공·토목·조경,,,,
이티엘,중소기업,경기 남양주시,시설물 유지관리 공사업,,,,
이티엘,중소기업,서울 영등포구,비주거용 건물 개발 및 공급업,,,,
이티엘,중소기업,경기 김포시,사업시설 유지.관리 서비스업,,,,
이티엘,중소기업,서울시 중구,"화물운송 중개, 대리 및 관련 서비스업",,,,
남원터보원,중소기업,전남 나주시,기체 펌프 및 압축기 제조업,,,,
세종케미칼,중소기업,인천광역시 계양구,기계·기계설비,4억원,407억 884만,이상호,1989.04.01
세종케미칼,중견기업,서울 중구,호텔업,96억 8천만원,142억 6천만원,오세인,1978.11.01
세종케미칼,중소기업,서울 중구,출판·인쇄·사진,"2억 5,000만원",480억,위강복,2010.07.01
세종케미칼,중견기업,경기 용인시,그 외 자동차용 신품 부품 제조업,139억 1천만원,"6,262억 5천만원",최정연/이동원,1976.06.10
세종케미칼,중견기업,서울 강동구,일반전기 공사업,"2,100억원","1,705억 5천만원",김형진/안종석,1992.06.09
세종케미칼,비영리법인,세종 조치원읍,기타 인문 및 사회과학 연구개발업,82억 1백만원,"1억 4,520만원",양현봉,2019.07.18
세종케미칼,비영리법인,경기 여주시,그 외 기타 협회 및 단체,-,-,이순열,2017.11.15
세종케미칼,대기업,대전 유성구,학습지·방문교육,521억원,9300억,강호준,1976.01.01
세종케미칼,중견기업,서울 종로구,변호사업,,,오종한,1981.04.01
세종케미칼,대기업,세종 장군면,식품가공,44억 3천만원,1조2043억원,이광범,1964.03.13
영보직물,중소기업,서울 성북구,재생섬유 제조업,10억원,260억 7천만원,설동호/이승준,1987.07.01
제이콥아이앤디,중소기업,서울 마포구,"도배, 실내장식 및 내장 목공사업","7억 1,000만원",21억 5천만원,박신근,1994.12.01
제이브로,중소기업,경기 파주시,그 외 기타 창작 및 예술관련 서비스업,-,-,김종석,2017.07.21
제이브로,중소기업,서울 마포구,컴퓨터 프로그래밍 서비스업,-,-,조영모,2015.04.21
제이브로,중소기업,경기 용인시,기기용 자동측정 및 제어장치 제조업,"3억 6,000만원",59억 6천만원,박형옥/이하용,2008.06.30
제이브로,중소기업,경기 용인시,기타 가공식품 도매업,"2,000만원",119억 4천만원,이종현/장인상,2016.06.28
제이브로,중소기업,서울 서초구,부동산 중개 및 대리업,-,-,이종대,-
제이브로,중소기업,대전 대덕구,통신.방송장비 및 부품 도매업,-,-,정창용,2024.04.16
제이브로,중소기업,경기 의정부시,시설관리·보안·경비,-,-,조용기,2016.12.22
제이브로,중소기업,서울 강서구,광고·홍보·전시,-,-,전재형,2017.12.23
제이브로,중소기업,경기 성남시,기타 주점업,-,-,황정애,2018.05.01
하나티에스,중소기업,부산 사상구,응용 소프트웨어 개발 및 공급업,"2,000만원",7억 194만원,박상현,2013.08.02
하나티에스,중소기업,서울 송파구,여행사업,"1억 5,000만원","2억 2,374만원",임동수,2002.09.13
큐어라이프,중소기업,경기 시흥시,그 외 기타 플라스틱 제품 제조업,"5,000만원",112억 1천만원,양혜정,2018.04.27
큐어라이프,중소기업,경기 시흥시,시스템 소프트웨어 개발 및 공급업,-,-,김순덕,2010.12.21
인포랑,중소기업,서울 중구,솔루션·SI·CRM·ERP,"9억 5,000만원",24억 2천만원,나신택,2003.12.01
마노다이아몬드,중소기업,서울 동대문구,시계 및 귀금속제품 도매업,"5,804만원","2억 8,772만원",오미숙,2006.07.01
에스지종합건설,중소기업,경기 김포시,비계 및 형틀 공사업,"3억 5,000만원",14억 8천만원,강용쇠,2019.10.02
에스지종합건설,중소기업,경기 파주시,토목시설물 건설업,12억원,151억 2천만원,손승철/이경미,2005.07.12
에스지종합건설,중소기업,서울 강서구,단독 주택 건설업,"7억 5,000만원",83억 8천만원,김동우,2017.12.13
에스지종합건설,중소기업,경기 김포시,제조업 및 유사 산업용 건물 건설업,5억원,56억 8천만원,이승주/이은설,2016.02.18
은진하이테크,중소기업,광주 광산구,전기·전자·제어,"2억 5,000만원",13억 2천만,이용도,2009.02.11
신성화학,중소기업,광주 광산구,기타 기계.장비 조립용 플라스틱 제품 제조업,"3억 6,593만원",567억 3천만원,홍석호,1986.07.20
신성화학,중소기업,경남 양산시,그 외 자동차용 신품 부품 제조업,"2억 2,000만원",46억 3백만원,오명덕,2012.03.27
신성화학,중소기업,세종 부강면,화학·에너지·환경,-,-,박현옥,1998.07.13
세기유통,중소기업,경기 광명시,"빵류, 과자류, 당류, 초콜릿 도매업","5,000만원",41억 6천만원,전혜옥,2010.06.09
세기유통,중소기업,경기 구리시,"컴퓨터 및 주변장치, 소프트웨어 도매업",5억원,3억,이우덕,2004.01.01
세기유통,중소기업,경기 안성시,통신.방송장비 및 부품 도매업,5억원,5억5천,윤종대,2000.01.01
포에이치,중소기업,경기 수원시,그 외 기타 전기장비 제조업,1억원,분사전 50억,유승국,2019.01.16
포에이치,중소기업,경기 성남시,경영 컨설팅업,-,-,김동천,-
포에이치,중소기업,경남 거제시,백화점·유통·도소매,-,-,이윤행,-
포에이치,벤처기업,충남 천안시,무역·상사,-,-,고준혁,2020.01.02
한국기술지원,국내 공공기관·공기업,서울 강남구,공기업·공공기관,-,"1,454억 6천만원",한화진,2012.12.27
한국기술지원,중소기업,경기 성남시,응용 소프트웨어 개발 및 공급업,1억원,60억,공태경,2014.02.12
한국기술지원,중소기업,경기 성남시,그 외 기타 보건업,"5,000만원",17억 5백만원,송영종,2018.08.09
한국기술지원,공공기관,서울 강남구,그 외 기타 협회 및 단체,100만원,115억 9천만원,문애리,2013.01.04
목경,비영리법인,대전 서구,대학교,-,-,유영완,2004.07.01
목경,중소기업,서울 강남구,회계·세무·법무,20억원,360억,이영필,1985.11.01
목경,중견기업,부산 연제구,시설관리·보안·경비,5억원,-,노재현,1999.03.06
목경,중소기업,경남 창원시,전기·전자·제어,500만원,-,박희식,2016.03.22
목경,중소기업,제주 서귀포시,음식료·외식·프랜차이즈,-,-,강영목,2019.04.13
목경,중소기업,경기 시흥시,강화 및 재생 목재 제조업,8억원,213억 9천만원,"이공명, 박홍제",1991.12.10
목경,중소기업,서울 금천구,플라스틱 창호 제조업,"5억 5,972만원",32억 3천만원,전종수,1995.04.25
목경,중소기업,서울 중구,생활화학·화장품,100억원,-,김철호,2011.06.11
목경,중소기업,경기 용인시,기타 목재가구 제조업,"7억 6,666만원",18억 7천만원,이승석,2013.06.26
목경,중소기업,대전 대덕구,"박판, 합판 및 유사 적층판 제조업",1억원,150억 1백만원,이근명,1999.04.12
브러쉬이십일,중소기업,서울 금천구,그 외 기타 전자부품 제조업,"4,190만원",28억 8천만원,지영배,2014.07.11
레드커뮤니케이션즈,중소기업,서울 용산구,"광고물 문안, 도안, 설계 등 작성업",1억원,64억 4천만원,왕성진,2012.11.23
레드커뮤니케이션즈,중소기업,경북 경주시,광고·홍보·전시,"5,000만원",20억원,홍원호,2015.03.01
레드커뮤니케이션즈,중소기업,서울 마포구,"전시, 컨벤션 및 행사 대행업","1,000만원",12억 8천만원,김홍구,2018.01.16
레드커뮤니케이션즈,중소기업,서울 중구,광고 대행업,"1억 7,500만원",36억,"신선아,조남일",2015.02.10
레드커뮤니케이션즈,중소기업,서울 강남구,광고·홍보·전시,,,,
현대무역,중소기업,서울 강남구,백화점·유통·도소매,,,,
현대무역,중소기업,서울 강남구,음식료·외식·프랜차이즈,,,,
현대무역,중소기업,서울 강남구,백화점·유통·도소매,,,,
현대무역,중소기업,서울 강남구,음식료·외식·프랜차이즈,,,,
현대무역,중소기업,서울 강남구,백화점·유통·도소매,,,,
현대무역,중소기업,서울 강남구,백화점·유통·도소매,,,,
현대무역,중소기업,서울 강남구,백화점·유통·도소매,,,,
제드윈,중소기업,서울 광진구,건설·시공·토목·조경,,,,
